Rndrng_NPI,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5
1093874331,Erwin,Winkel,MD,Houston,TX,77090
1093882995,Sherif,Aboseif,MD,Oxnard,CA,93036
1093886079,Stephen,Williams,MD,Los Angeles,CA,90027
1093889263,Mark,Kelly,MD,Miami,FL,33176
1093896144,Gary,Bong,MD,Colorado Springs,CO,80923
1093896367,David,Lustig,M.D.,Dade City,FL,33525
1093896524,Thomas,Shook,"MD, MPH",Savannah,GA,31405
1093904823,Justin,Cox,MD,Cincinnati,OH,45219
1093908568,Tarek,Pacha,D.O,Troy,MI,48098
1093924714,Sophie,Fletcher,MD,Houston,TX,77030
1093943854,Jonathan,Yamzon,M.D.,Duarte,CA,91010
1093950917,Faisal,Ahmed,M.D,Los Angeles,CA,90045
1093954497,Alexandra,Rogers,MD,Lafayette,CO,80026
1093958621,Christopher,Brede,,Grand Rapids,MI,49506
1093959785,Sanjay,Patel,M.D.,Oklahoma City,OK,73104
1093971467,Blake,Evans,MD,Coral Springs,FL,33071
1093976151,Austin,Derosa,M.D.,Denver,CO,80211
1093985756,Mary,Samplaski,MD,Los Angeles,CA,90033
1093993115,Hadley,Wyre,MD,Kansas City,KS,66160
1093999385,Samer,Kalakish,M.D.,Bowling Green,KY,42101
1104013234,Louis,Krane,M.D.,New Orleans,LA,70112
1104027051,David,Hepps,M.D.,Pittsburgh,PA,15206
1104036136,Brandon,Stahl,M.D.,York,ME,03909
1104039916,Sandeep,Mistry,M.D.,Round Rock,TX,78681
1104049980,Keith,Brightbill,M.D.,West Columbia,SC,29169
1104053065,Jacob,Khurgin,DO,Brooklyn,NY,11219
1104060110,Cameron,Jirschele,D.O.,Wheaton,IL,60187
1104084029,Anthony,Chavez,MD,Tucson,AZ,85715
1104085851,Paul,Husson,M.D.,Gloversville,NY,12078
1104089986,Jannah,Thompson,M.D.,Norton Shores,MI,49444
1104099662,Rebecca,Lavelle,M.D.,Maryville,TN,37804
1104113117,Paul,Gellhaus,MD,Goodyear,AZ,85338
1104114875,Robert,Segal,M.D.,Baltimore,MD,21239
1104142389,Brian,Minnillo,M.D.,Cincinnati,OH,45245
1104147362,Nicholas,Kuntz,M.D.,Meridian,ID,83642
1104148014,Shahin,Chandrasoma,MD,Los Angeles,CA,90033
1104152149,Brandon,Louie,M.D.,Riverside,CA,92505
1104169333,Anna,Zampini,M.D.,Cleveland,OH,44195
1104182476,Jeffrey,Sparenborg,M.D.,Provo,UT,84604
1104182716,Robert,Bonitz,,Shrewsbury,NJ,07702
1104183417,Jonathan,Huang,M.D.,Aurora,IL,60504
1104187632,Jay,Sulek,M.D.,Lebanon,TN,37087
1104206309,Ryan,Powers,DO,Phoenix,AZ,85085
1104211333,Mark,Henry,MD,Chelmsford,MA,01824
1104232743,Jared,Schober,M.D.,Philadelphia,PA,19111
1104245158,Steve,Williams,MD,Altamonte Springs,FL,32701
1104263771,Patrick,Samson,M.D.,Brooklyn,NY,11215
1104271360,Abdulhadi,Akhtar,MD,Houston,TX,77043
1104271980,Goran,Rac,M.D.,West Columbia,SC,29169
1104276823,Akshay,Sridhar,D.O.,Rocky Mount,NC,27804
1104302447,Jordan,Kramer,MD,Mount Vernon,WA,98274
1104321595,E,Dilizia,MD,Charlotte,NC,28210
1104322254,Charles,Gresham,MD,Sewell,NJ,08080
1104354760,Matthew,Kaufman,MD,Florence,SC,29506
1104425545,Fernando,Secin,"MD, PHD",Buenos Aires,ZZ,1011A
1104801356,John,Muenchrath,MD,Olympia,WA,98502
1104801950,James,Dye,M.D.,Waycross,GA,31501
1104802735,Bryan,Blair,MD,White Plains,NY,10604
1104802859,Michael,Cram,,Mooresville,NC,28117
1104806207,William,Harmon,MD,San Antonio,TX,78229
1104808229,Mark,Burson,M.D.,Tullahoma,TN,37388
1104808997,Jeffrey,Lessing,M.D.,Staten Island,NY,10314
1104811876,Charles,Steiger,MD,Zanesville,OH,43701
1104812080,Ghassan,Hamady,MD,Hialeah,FL,33016
1104813138,Peter,Sershon,M.D.,Saint Paul,MN,55102
1104813161,Ganesh,Rao,MD,Jeffersonville,IN,47130
1104813641,Michael,Corea,MD,Dedham,MA,02026
1104814409,David,Horger,M.D.,Florence,SC,29506
1104816131,Michael,Yu,MD,Centerville,OH,45459
1104821586,Roger,Le,M.D.,Baytown,TX,77521
1104822865,Eric,Darby,M.D.,Newport News,VA,23606
1104823202,Charles,Wilson,M.D.,Florence,AL,35630
1104825637,Mark,Buchanan,M.D.,Charleston,SC,29407
1104826163,Robert,Hatfield,M.D.,Knoxville,TN,37916
1104826791,Ramsay,Kuo,MD,Venice,FL,34292
1104833375,Lionel,Foster,MD,Yuba City,CA,95991
1104842038,Paul,Bombino,M.D.,Sun City West,AZ,85375
1104844059,Floyd,Seskin,MD,Aventura,FL,33180
1104844307,Jeffrey,Starling,M.D.,Tampa,FL,33647
1104845999,Samuel,Shuffler,MD,Lafayette,LA,70503
1104851385,Alan,Shapiro,M.D.,Los Angeles,CA,90048
1104854512,Marshall,Stoller,M.D.,San Francisco,CA,94143
1104856830,Li-Ming,Su,M.D.,Gainesville,FL,32610
1104859305,Lawrence,Eskew,MD,Charlotte,NC,28204
1104869684,Michael,Piskun,M.D.,Somers Point,NJ,08244
1104871367,Andrew,Peterson,MD,Durham,NC,27710
1104872167,Michael,Schutz,M.D.,Somers Point,NJ,08244
1104873744,Edward,Pewitt,M.D.,Gahanna,OH,43230
1104875160,Nickolas,Tomasic,M.D.,Los Angeles,CA,90045
1104875186,William,Utz,M.D.,Edina,MN,55435
1104877299,Todd,Waldmann,M.D.,Meridian,ID,83642
1104877448,Edward,Scheckowitz,M.D.,Delray Beach,FL,33484
1104878594,David,Schwartzwald,M.D.,Boca Raton,FL,33487
1104879501,Adam,Perzin,M.D.,Mount Laurel,NJ,08054
1104882240,Ronald,Cohen,M.D.,Delray Beach,FL,33446
1104892611,Arnaldo,Trabucco,M.D.,Merced,CA,95341
1104894435,John,Hajjar,MD,Jersey City,NJ,07304
1104895762,Jerry,Yuan,M.D.,Johns Creek,GA,30097
1104896364,Arthur,Thomas,M.D.,Pittsburgh,PA,15243
1104909548,Lawrence,Yeung,MD,Gainesville,FL,32610
1104910082,Daniel,Katz,MD,Poughkeepsie,NY,12603
1104912294,Domingo,Suatengco,M.D,Fairfax,VA,22033
1104914050,Bruce,Stone,DO,Bakersfield,CA,93311
1104914100,David,Kaufman,MD,New York,NY,10038
1104920511,John,Kosko,MD,Bemidji,MN,56601
1104926807,Raul,Arroyo,M.D.,Arecibo,PR,00612
1104937044,Stephen,Schwartz,MD,Terre Haute,IN,47807
1104952571,Brian,Chapin,MD,Houston,TX,77030
1104973908,Sergei,Tikhonenkov,MD,Honolulu,HI,96813
1104986975,Hans,Stricker,M.D.,Detroit,MI,48202
1104987635,Gregory,Cost,MD,Tualatin,OR,97062
1114001005,Judd,Moul,M.D.,Durham,NC,27710
1114007747,Luke,Yoon,M.D.,Los Angeles,CA,90020
1114012895,Ashish,Kamat,M.D.,Houston,TX,77030
1114014206,Douglas,Scherr,MD,New York,NY,10021
1114020377,Selden,Stephens,M.D.,Mobile,AL,36607
1114023850,Michael,Norris,M.D.,Long Beach,CA,90806
1114029253,Edward,Rosenthal,MD,Glendale,WI,53217
1114034949,Fernando,Coste-Delvecchio,M.D.,Tampa,FL,33606
1114036142,Keith,Lee,MD,Palo Alto,CA,94301
1114038155,Mark,Sigman,MD,Providence,RI,02905
1114045358,Jason,Anast,M.D.,Olathe,KS,66061
1114087640,Amy,Guise,MD,Milwaukee,WI,53226
1114087988,Kandis,Rivers,M.D.,Detroit,MI,48202
1114105947,Robert,Torrey,M.D.,Newport Beach,CA,92663
1114108800,Kadee,Thompson,M.D.,Vacaville,CA,95688
1114109626,Dana,Scott,M.D.,Los Angeles,CA,90044
1114114279,Wayne,Hey,D.O.,Fort Worth,TX,76103
1114123593,Hannah,Kerr,M.D.,Columbus,OH,43214
1114134780,Jonathan,Taylor,M.D.,Greenville,NC,27834
1114139235,Christian,Debeck,M.D.,Lumberton,NC,28358
1114147097,Doyle,Stephens,D.O.,Gadsden,AL,35903
1114152196,Christopher,Boniquit,M.D.,Bolingbrook,IL,60440
1114156692,Joshua,Cohn,M.D.,Philadelphia,PA,19111
1114157609,Aaron,Potretzke,MD,Rochester,MN,55905
1114160280,Ian,Schwartz,M.D.,Minneapolis,MN,55415
1114161320,Jaimin,Shah,MD,St Petersburg,FL,33705
1114169372,Anees,Fazili,M.D.,Rochester,NY,14609
1114169760,Caroline,Wallner,M.D.,Burbank,CA,91505
1114179678,Mauricio,Davalos,M.D.,El Paso,TX,79925
1114181054,Mark,Laspina,D.O.,Salem,MA,01970
1114185394,Nicholas,Tadros,MD,Columbus,OH,43212
1114185634,Elisabeth,Ferlic,M.D.,Sandy,UT,84094
1114192119,Yuka,Yamaguchi,M.D.,Palo Alto,CA,94301
1114194792,Suzanne,Merrill,M.D.,Lone Tree,CO,80124
1114196169,Robert,Laciak,M.D.,Corvallis,OR,97330
1114201274,Steven,Sobey,M.D.,Southampton,NY,11968
1114213428,Michael,Monahan,D.O.,Albany,GA,31707
1114213725,Timothy,Brock,M.D.,Gainesville,GA,30501
1114216199,Justin,Emtage,M.D.,Winter Park,FL,32792
1114227501,Thomas,Facelle,MD,Golden,CO,80401
1114243870,Courtney,Plattner,M.D.,West Chester,OH,45069
1114246618,Casey,Dauw,M.D.,Ann Arbor,MI,48109
1114284874,Marcus,Austenfeld,M.D.,Kansas City,MO,64111
1114293727,Benjamin,King,M.D.,Burlington,VT,05401
1114308467,Kashyap,Shatagopam,MD,Georgetown,TX,78626
1114311271,Andrew,Vitale,M.D.,Oklahoma City,OK,73120
1114311933,Marshall,Stein,M.D.,Houston,TX,77074
1114312808,Shawn,Marhamati,M.D:,Woodbridge,VA,22191
1114314556,David,Fumo,MD,Lafayette,IN,47905
1114339447,Kaitlin,Ridder,M.D.,Wilmington,NC,28403
1114346004,Devang,Sharma,M.D.,Bethesda,MD,20817
1114346921,Raymond,Roewe,,Dubuque,IA,52001
1114356599,John,Stites,MD,Snellville,GA,30078
1114360450,Lara,Matheson,M.D.,Houston,TX,77030
1114361649,Giulia,Ippolito,MD,Ann Arbor,MI,48109
1114363249,Christopher,Martin,M.D.,Phoenix,AZ,85012
1114364064,Alexander,Tatem,MD,Indianapolis,IN,46260
1114417862,Kenan,Ashouri,MD,Boynton Beach,FL,33435
1114447315,Jason,Lee,MD,New Haven,CT,06511
1114459476,Jared,Davis,D.O.,Mount Clemens,MI,48043
1114485190,Jeffrey,Stagg,MD,Springfield,OR,97477
1114901238,Douglas,Masson,M.D.,Glendale,AZ,85308
1114902749,Lars,Ellison,M.D.,Rockport,ME,04856
1114903424,William,Mauch,MD,Salina,KS,67401
1114913225,Thomas,Tarter,M.D.,Decatur,IL,62526
1114914223,Kevin,Perry,MD,Cary,NC,27518
1114914900,Mitchell,Wiatrak,MD,Glasgow,KY,42141
1114916483,Brian,Murphy,MD,Allentown,PA,18106
1114919511,Winston,Barzell,M.D.,Sarasota,FL,34239
1114919776,Rodney,Poffenberger,M.D.,Roanoke,VA,24018
1114928967,Manuel,Grinberg,M.D.,East Patchogue,NY,11772
1114929635,George,Klafter,,Cliffside Park,NJ,07010
1114937067,Richard,Levin,MD,Aventura,FL,33180
1114944790,Michael,Mangelson,M.D.,Salt Lake City,UT,84102
1114945672,James,Cherry,M.D.,Berlin,MD,21811
1114946142,Yale,Shulman,MD,Jersey City,NJ,07304
1114949807,Jennifer,Anger,MD,San Diego,CA,92103
1114950383,Edward,Loizides,M.D.,Bay Shore,NY,11706
1114952074,Frederick,Walters,M.D.,Saint Louis,MO,63128
1114967973,Philip,Buffington,MD,Cincinnati,OH,45245
1114968260,Kuang-Yiao,Hsieh,MD,Bloomfield,NJ,07003
1114968476,Lyric,Santiago,MD,Hilo,HI,96720
1114968625,David,Gould,M.D.,Fort Worth,TX,76104
1114969235,Michael,D'angelo,M.D.,Ocoee,FL,34761
1114971512,Richard,Klump,M.D.,Gahanna,OH,43230
1114974110,Nicolette,Jones,M.D.,Gallipolis,OH,45631
1114977550,John,Moore,M.D.,Independence,MO,64055
1114979382,Zeph,Okeke,MD,New Hyde Park,NY,11040
1114980315,Mitchell,Klavans,M.D.,Largo,FL,33771
1114981065,Alan,Geringer,M.D.,Baltimore,MD,21215
1114981370,Mantu,Gupta,M.D.,New York,NY,10019
1114981727,Stephen,Lieman,M.D.,Plano,TX,75093
1114982154,Pernankel,Nayak,M.D.,Effingham,IL,62401
1114983392,Sarat,Sabharwal,MD,Kissimmee,FL,34744
1114994274,Soheil,Niku,MD,Simi Valley,CA,93065
1114995362,Puneet,Sindhwani,MD,Toledo,OH,43614
1114996212,David,Kleinerman,M.D.,Grass Valley,CA,95945
1114998507,John,Coursey,MD,Bristol,TN,37620
1114999851,Brian,Decastro,M.D.,Woodbridge,VA,22191
1124001219,Peter,Lawrence,M.D.,Jackson,TN,38301
1124002845,Christopher,Ng,M.D.,Los Angeles,CA,90048
1124004734,Harry,Herr,MD,New York,NY,10021
1124005145,Douglas,Altenbern,MD,Nashville,TN,37211
1124006358,Rafael,Lopez,M.D.,Wellington,FL,33449
1124013313,Melissa,Reigle,M.D.,Willoughby,OH,44094
1124014048,Franklin,Leddy,MD,Westerly,RI,02891
1124014659,Keith,Waguespack,MD,Irving,TX,75061
1124015961,David,Sandock,MD,Milwaukee,WI,53211
1124016225,William,Jaffe,MD,Philadelphia,PA,19104
1124017314,Paul,Zbell,M.D.,Huntsville,AL,35801
1124018999,Paul,Richardson,M.D.,Waterloo,IA,50702
1124019682,Walter,Chiles,M.D.,Knoxville,TN,37923
1124020110,Simon,Zadina,M.D.,Olympia,WA,98506
1124020771,John,Logan,MD,Denver,CO,80206
1124020870,Hamayun,Mian,M.D.,Green Bay,WI,54301
1124024146,Louis,Galdieri,MD,West Orange,NJ,07052
1124026034,Craig,Dawkins,M.D.,Gulfport,MS,39501
1124026505,Robert,Nejat,M.D.,Mineola,NY,11501
1124026851,Bruce,Frantz,D.O.,Hershey,PA,17033
1124028501,David,Silver,MD,Brooklyn,NY,11220
1124028899,Aldo,Suraci,MD,Berwick,PA,18603
1124029582,Michael,Odonnell,MD,Iowa City,IA,52242
1124032107,John,Ramsey,M.D.,Indianapolis,IN,46260
1124046610,Ronald,Rubenstein,M.D.,Royal Oak,MI,48073
1124047212,Steven,Koziol,M.D.,Lynchburg,VA,24501
1124048111,Jeffrey,Asbury,MD,Greenville,NC,27834
1124051248,Edward,Rutland,M.D.,West Monroe,LA,71291
1124052519,Brett,Carver,MD,New York,NY,10021
1124054614,Jeffrey,Yeamans,MD,Roseville,MI,48066
1124055025,Lincoln,Maynes,MD,Riverside,CA,92505
1124056619,Arthur,Tijerina,M.D.,Paris,TX,75460
1124058219,Alexander,Gershman,MD,Los Angeles,CA,90048
1124061890,Janet,Colli,M.D.,Jupiter,FL,33477
1124068044,Jeffrey,Gordon,MD,Plymouth Meeting,PA,19462
1124074786,Ganesh,Palapattu,M.D.,Ann Arbor,MI,48109
1124076559,Geoffery,Engel,MD,Elk Grove Village,IL,60007
1124077508,Lee,Evans,M.D.,Hopkinsville,KY,42240
1124080445,Elizabeth,Albertson,M.D.,Rockport,ME,04856
1124085634,Paul,Eber,M.D.,Germantown,TN,38138
1124085758,Christian,Schwartz,DO,Spring Valley,IL,61362
1124085790,Jose,Maymi Rivera,M.D.,Bayamon,PR,00961
1124086541,Jayprakash,Patel,MD,Saint Louis,MO,63122
1124087952,Paul,Hagood,MD,Tulsa,OK,74104
1124090386,Ronald,Benoit,,Pittsburgh,PA,15219
1124091939,Robert,Allen,M.D.,Melbourne,FL,32901
1124092853,Francis,Mcgovern,MD,Boston,MA,02114
1124096060,Bertram,Lewis,"M.D., PH.D. MBA FACS",Zephyrhills,FL,33542
1124097118,Ziyad,Mugharbil,MD,Blairsville,GA,30512
1124098173,Jason,Durbin,D.O.,Silverdale,WA,98383
1124108600,David,Pfeffer,M.D.,Culpeper,VA,22701
1124110275,David,Chavez,M.D.,Lebanon,NH,03756
1124124086,Phillip,Wise,M.D.,Grand Rapids,MI,49503
1124126594,Ronald,Swartz,M.D.,New Orleans,LA,70115
1124128822,Blaine,Kristo,MD,Fernandina Beach,FL,32034
1124134457,Alexander,Bernath,MD,Sherman,TX,75090
1124144498,Walter,Parker,MD,Poughkeepsie,NY,12603
1124157474,Sima,Porten,M.D,San Francisco,CA,94158
1124160312,Seth,Lerner,M.D.,White Plains,NY,10601
1124174560,Sepehr,Nowfar,M.D.,Whittier,CA,90603
1124192489,Gordon,Brown,DO,Cherry Hill,NJ,08003
1124205398,Sean,Fullerton,M.D.,Hawthorne,NY,10532
1124218664,Samy,Heshmat,MD,Temple,TX,76508
1124222799,Thomas,Hoang,MD,Houston,TX,77070
1124261946,Victoriano,Romero,MD,Redding,CA,96001
1124268230,Dana,Rice,MD,Manassas,VA,20110
1124269055,Nicholai,Kiehl,MD,Fort Wayne,IN,46845
1124274105,Christopher,Mitchell,MD,Wilmington,DE,19810
1124275797,Efrossini,Kolios,MD,Latham,NY,12110
1124280425,Andrew,Windsperger,MD,Sartell,MN,56377
1124280920,Eric,Treat,MD,San Antonio,TX,78229
1124282587,Ashley,Tapscott,D.O.,Huntersville,NC,28078
1124287651,Robert,Welliver,MD,Albany,NY,12208
1124312822,Benjamin,Carpenter,M.D.,Denver,CO,80211
1124313184,Patrick,Cockerill,MD,Live Oak,TX,78233
1124316088,Nicole,Szell,D.O.,Largo,FL,33771
1124319850,William,Tabayoyong,"M.D.,PH.D",Rochester,NY,14642
1124331723,Ali-Asghar,Zhumkhawala,M.D.,Glendora,CA,91741
1124339403,Srinivas,Rajamahanty,M.D.,Carbondale,IL,62901
1124344221,Michael,Amirian,M.D.,Flushing,NY,11355
1124392113,Daniel,Greene,M.D.,Santa Cruz,CA,95065
1124407010,Adam,Miller,M.D.,Rochester,MN,55905
1124413364,Johnathan,Khusid,,New York,NY,10029
1124445168,Daniel,Groves,M.D.,Cambridge,MA,02139
1124447271,Sandeep,Mehta,M.D.,Hartford,CT,06102
1124447453,Katherine,Shapiro,M.D.,Somerville,NJ,08876
1124464565,Preston,Milburn,M.D.,Waco,TX,76712
1124468632,Raul,Fernandez-Crespo,MD,Tampa,FL,33606
1124482385,Duncan,Sloan,MD,Spokane,WA,99202
1124523766,Tyler,Wittmann,MD,Milwaukee,WI,53226
1124549233,Andre Filipe,Miranda,MD,Lagrange,GA,30240
1124551775,John,Cochrane,M.D.,Detroit,MI,48201
1124556972,Albert,Geskin,MD,Monroeville,PA,15146
1124557822,Timothy,O'rourke,MD,Hyannis,MA,02601
1134102015,Daniel,Burzon,MD,Brick,NJ,08724
1134104748,Robert,Ferrigni,M.D.,Phoenix,AZ,85054
1134105166,William,Selleck,M.D.,Manchester,NH,03103
1134106982,Nathan,Hoffmann,MD,Duluth,MN,55805
1134113673,Christopher,Dixon,M.D,New York,NY,10075
1134114051,Anthony,Ricottone,M.D.,Orchard Park,NY,14127
1134115819,David,Jablonski,M.D.,Clermont,FL,34711
1134120504,Bechara,Tabet,MD,Canton,OH,44708
1134122237,Francis,Ogbolu,D.O.,Piqua,OH,45356
1134123102,Howard,Altman,MD,Philadelphia,PA,19111
1134123904,William,Roman Aqueron,M.D.,Mayaguez,PR,00682
1134124035,Charles,Daniel,M.D.,Roanoke,VA,24016
1134127269,Patrick,Wherry,MD,San Jose,CA,95124
1134128267,Eliecer,Kurzer,MD,Miramar,FL,33029
1134129018,John,Kritsas,M.D.,Hinsdale,IL,60521
1134129679,Samuel,Kim,MD,Lafayette,IN,47905
1134131196,Leonard,Liang,M.D.,Los Angeles,CA,90057
1134138019,Faiyaaz,Jhaveri,MD,Davenport,FL,33837
1134142722,James,Griffin,M.D.,Elgin,IL,60123
1134150410,J. Wesley,Turner,M.D.,Anchorage,AK,99508
1134152333,Ralph,Duckett,MD,Lenoir,NC,28645
1134152937,Vitaly,Margulis,MD,Dallas,TX,75390
1134156490,Zachary,Mucher,M.D.,Houston,TX,77024
1134156664,Robert,Schoenvogel,M.D.,Dallas,TX,75246
1134158488,Douglas,Birns,M.D.,New York,NY,10021
1134161201,Raphael,Novogrodsky,M.D.,Bronx,NY,10466
1134163553,Richard,Rose,M.D.,Morganton,NC,28655
1134173032,Christopher,Amling,"M.D., F.A.C.S.",Portland,OR,97239
1134173339,Ronney,Abaza,M.D.,Worthington,OH,43085
1134176076,Melinda,Knight,MD,Wakefield,RI,02879
1134178890,Steven,Previte,M.D.,North Andover,MA,01845
1134184815,Jason,Gee,MD,Burlington,MA,01805
1134190820,William,Niedrach,MD,Medford,NJ,08055
1134191208,Mike,Siroky,M.D.,Boston,MA,02118
1134195639,Niall,Heney,MB MD,Boston,MA,02114
1134199748,Richard,Altman,MD,Chelmsford,MA,01824
1134200066,George,Miquel,M.D.,Jacksonville,FL,32216
1134213754,Mark,Rosen,M.D.,Santa Cruz,CA,95065
1134219348,Francisco,Carpio,"M.D.,",Tallahassee,FL,32308
1134229966,Behnam,Shenassa,M.D.,Los Angeles,CA,90041
1134230014,Mathew,Sorensen,"MD, MS",Seattle,WA,98195
1134232291,Benjamin,Fand,MD,Cranford,NJ,07016
1134234610,Gregory,Anderson,MD,Marshfield,WI,54449
1134239262,Mia,Duncan,MD,Westerville,OH,43081
1134242803,Shaun,Wason,MD,Boston,MA,02118
1134272560,Justin,Gould,M.D.,Milton,MA,02186
1134291420,Dilip,Doctor,M.D,Rego Park,NY,11374
1134292329,Saurabh,Agarwal,MD,Midland Park,NJ,07432
1134293723,Binod,Sinha,MD,Hazle Township,PA,18202
1134298482,Lucy,Coccimiglio,D.O.,Waterford,MI,48328
1134311483,Jorge,Crespo Carrillo,M.D.,Rio Piedras,PR,00923
1134323595,Arvind,Patel,M.D.,Old Bridge,NJ,08857
1134323728,Joseph,Sonstein,MD,Galveston,TX,77555
1134341761,Aaron,Lentz,M.D.,Raleigh,NC,27609
1134352115,Abhay,Singh,M.D.,Philadelphia,PA,19107
1134355167,Andrew,Arther,M.D.,Kansas City,KS,66160
1134362502,Kasey,Morrison,MD,Silver Spring,MD,20910
1134370182,Keith,Kowalczyk,MD,Washington,DC,20007
1134370422,Brian,Shuch,MD,Los Angeles,CA,90095
1134380496,William,Terry,MD,Johnson City,TN,37604
1134381650,Eric,Simpson,D.O.,Dixon,IL,61021
1134384415,Imani,Rosario,M.D.,Hamilton,NJ,08690
1134387343,Alexei,Wedmid,MD,Princeton,NJ,08540
1134388325,Erik,Pasin,MD,Mission Viejo,CA,92691
1134394430,Peter,Headley,M.D.,Albuquerque,NM,87102
1134407166,Jonathan,Shiau,M.D.,Huntington Beach,CA,92646
1134410582,Erik,Pattison,M.D.,Keene,NH,03431
1134411390,Maryellen,Pace,MD,Greensboro,NC,27403
1134414477,Daniel,Reznicek,M.D.,Bellingham,WA,98226
1134419328,Justin,Benabdallah,MD,Washington,DC,20016
1134428808,Timothy,Atkinson,M.D.,Frankfort,KY,40601
1134439086,Monty,Aghazadeh,MD,Houston,TX,77094
1134446339,Christopher,Keto,M.D.,Fort Wayne,IN,46804
1134449267,Jason,Skenazy,M.D.,Bozeman,MT,59715
1134509987,Peter,Liu,D.O.,East Lansing,MI,48823
1134515083,Justin,Penticuff,,Lexington,KY,40504
1134532609,Bryce,Wyatt,M.D,Roswell,GA,30076
1134545346,Elisabeth,Sebesta,MD,Nashville,TN,37232
1134546054,Todd,Yecies,M.D.,Burlingame,CA,94010
1134548597,Jeffrey,Redshaw,M.D.,Missoula,MT,59808
1134551278,Raj,Satkunasivam,"M.D., FRCSC",Houston,TX,77030
1134562630,Robert,Gerhard,M.D.,Dublin,OH,43016
1134563372,David,Greenwald,M.D.,Santa Cruz,CA,95065
1134570690,Michael,Rudoff,D.O.,Fort Wayne,IN,46825
1134618945,Peter,Domenig,DO,Salisbury,NC,28144
1134619372,Graham,Lieberman,"MD, MBA",Boston,MA,02114
1134624695,Alp Tuna,Beksac,MD,Cleveland,OH,44195
1134626153,Max,Drescher,MD,Maywood,NJ,07607
1134647183,Nitin,Abrol,,Oklahoma City,OK,73112
1144200270,Marc,Arnkoff,M.D.,Southfield,MI,48034
1144208430,Mitchell,Humphreys,M.D.,Phoenix,AZ,85054
1144208851,Ann,Fenton,M.D.,Tamuning,GU,96913
1144212598,Kiritkumar,Pandya,M.D.,Lakewood,NJ,08701
1144214693,Nirit,Rosenblum,M.D.,New York,NY,10017
1144219320,John,Hinson,M.D.,Athens,AL,35611
1144219791,Mark,Miller,M.D.,Cranford,NJ,07016
1144220807,Steven,Ochs,MD,Canton,OH,44708
1144221474,Adley,Raboy,M.D.,Staten Island,NY,10301
1144222647,Henry,Pham,M.D.,Sugar Land,TX,77479
1144223827,Gary,Johnson,M.D.,Salt Lake City,UT,84102
1144230731,David,Sigalow,MD,Okeechobee,FL,34972
1144230889,Anna,Mcnanley,M.D.,St Louis Park,MN,55426
1144232778,Wilfred,Kearse,M.D.,La Mesa,CA,91942
1144236340,Bernard,Stanfield,M.D.,Pinehurst,NC,28374
1144242470,John,Seigne,M.B.,Lebanon,NH,03756
1144249947,P.Kenneth,Brownstein,M.D.,Philadelphia,PA,19107
1144253352,Joyce,Loeffler,MD,Woodland,CA,95695
1144259730,Vincent,Bird,MD,Gainesville,FL,32610
1144259946,Shlomi,Albert,M.D.,Fountain Valley,CA,92708
1144264680,Scott,Wheeler,MD,Brainerd,MN,56401
1144265497,Harland,Stresing,M.D.,Chesapeake,VA,23321
1144268939,John,Cargill,MD,Asheville,NC,28801
1144269697,Robert,Williams,D.O.,Tyler,TX,75701
1144275173,Omid,Rofeim,MD,Garden City,NY,11530
1144278722,David,Cozzolino,MD,Wilmington,DE,19810
1144278854,Vi,Hua,MD,Goodyear,AZ,85395
1144279795,Todd,Fleming,M.D.,Edina,MN,55435
1144284688,Mark,Christ,M.D.,Aventura,FL,33180
1144289026,Stephen,Schatz,MD,York,PA,17403
1144291527,Timothy,Duffin,MD,Clarksville,TN,37043
1144293499,Andrew,Siegel,MD,Maywood,NJ,07607
1144293788,Stephen,Jackman,,Pittsburgh,PA,15213
1144309162,Mark,Funk,MD,Keene,NH,03431
1144311564,Khaled,Hafez,"MB, BCH",Ann Arbor,MI,48109
1144334467,Eric,Singer,"MD, MA",Columbus,OH,43212
1144345455,Timothy,Hutchings,DO,Medford,OR,97504
1144359977,Roland,Chen,M.D.,Lebanon,NH,03756
1144361908,Douglas,Swartz,MD,Jacksonville,FL,32204
1144372194,Ikechukwu,Oguejiofor,M.D.,Chicago Ridge,IL,60415
1144386533,Thomas,Guzzo,MD,Philadelphia,PA,19104
1144387705,Ori,Hampel,M.D.,Pasadena,TX,77504
1144394107,John,Kishel,M.D.,Columbia,MD,21044
1144409145,J,Yurkanin,M.D.,Tucson,AZ,85712
1144425687,Brian,Dicks,M.D.,San Diego,CA,92103
1144426792,Ali,Dabaja,M.D,Detroit,MI,48202
1144435041,Dmitriy,Nikolavsky,M.D.,Syracuse,NY,13210
1144464439,Jules,Manger,M.D.,Tucson,AZ,85741
1144464942,John,Bodkin,MD,Cheektowaga,NY,14225
1144477795,Matei,Andreoiu,M.D.,Rockledge,FL,32955
1144481615,Daniel,Caruso,M.D.,Jupiter,FL,33458
1144486044,Cheryl,Shih,MD,Wenatchee,WA,98801
1144487281,Donald,Wenner,M.D.,Roswell,NM,88203
1144487943,Michael,Herman,M.D.,New York,NY,10065
1144488503,Stephen,Mock,M.D.,Everett,WA,98201
1144519018,Beibei,Oelrich,M.D. PHD,Fort Walton Beach,FL,32547
